title,variant,price,imgUrl,link,l1,l2,inviteId,modelId,final_1688_link,price judge,update date,itemid,最大价格,tag,共有model数
男女通用书包，多隔层设计，防水，Luci Bag品牌，基础款背包，可容纳15.6英寸笔记本电脑，B50,B50 黑色 + 水豚,21.57,https://cf.shopee.vn/file/vn-11134207-81ztc-mpz4z6mdgavg19,http://shopee.vn/product/1544056027/42151531320,女包,双肩包,IVCN202608256436,300124809967,https://detail.1688.com/offer/893667060143.html?kj_agent_plugin=aliprice&fromkv=xytTrace:2108837b17562769246162968e0e81&token=RhpLJPLdR3V3S92T6YYqAHYfkNpVhhxIPM8H58h1W0XTYsX7FGAEG2dmqut2lt2V,P0,9月寻品,42151531320,21.57,高流量,3
JC斜挎包和手提包,9,59,https://cf.shopee.ph/file/ph-11134207-81ztf-mezyf2itfy89fa,http://shopee.ph/product/52206117/42165138696,女包,托特包,IVCN202608256440,266697311373,https://detail.1688.com/offer/999904589087.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i21&source=action%23offerItem%3Borigin%23shopee.ph&amug_biz=oneself&amug_fl_src=awakeId_982,P0,9月寻品,42165138696,64.9,高流量,1
Kulekzyon 的商场拉出式手提袋,Kulekzyon 的商场拉出式手提袋,45,https://cf.shopee.ph/file/ph-11134207-81ztp-me7s0sy36had89,http://shopee.ph/product/1005442707/42167373110,女包,托特包,IVCN202608256442,276432043723,https://detail.1688.com/offer/893749654703.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i3&source=action%23offerItem%3Borigin%23shopee.ph&amug_biz=oneself&amug_fl_src=awakeId_982,P0,9月寻品,42167373110,49.5,高流量,1
【Mumu Select】M860 大号软皮女士 Kili Kili 包单肩包 学生包,毛巾,12.67,https://cf.shopee.ph/file/sg-11134201-7ravs-makzryiywm6o2b,http://shopee.ph/product/382336133/42202404438,女包,斜挎包,IVCN202608256444,270197679597,https://detail.1688.com/offer/709983369062.html?kj_agent_plugin=aliprice&fromkv=xytTrace:210790e117562831129502071e0e10&token=1kbVJO1xeGSm%2FrZZPk0GPSSFcjWu6ysKEqsDtcI%2BHkWl%2Brxe9eyjSvFYyLfYrzOe,P0,9月寻品,42202404438,12.67,高流量,3
【特价】Zenka 高级真皮双肩包，可装15.6英寸笔记本电脑，非常优雅奢华_ZBL17,咖啡棕色,55.27,https://cf.shopee.vn/file/vn-11134207-7ras8-mdtlscchmalr69,http://shopee.vn/product/77257202/42205160523,女包,电脑包,IVCN202608256448,260435199913,https://detail.1688.com/offer/932164697771.html?spm=a26352.b28411319.offerlist.11.90841e62ChaUIc,P1,9月寻品,42205160523,55.27,高流量,1
Milla 软皮手提包，饰有心形吊坠和精美蝴蝶结肩带 - 优雅单肩包 - T_Milla,乳白色,12.5,https://cf.shopee.vn/file/vn-11134207-7ras8-mbuthmfjywut52,http://shopee.vn/product/1399624516/42207532413,女包,斜挎包,IVCN202608256450,370613427172,https://detail.1688.com/offer/845071733366.html?kj_agent_plugin=aliprice&fromkv=xytTrace:2132815517823002894683110e0d01&token=muS87Gi2LaU%2FASvzla7uBQO0NKzcZ0UxiOCz8JW0jl17h3hgCHcaNUi9v4LXAK43,P0,9月寻品,42207532413,13.75,高流量,1
【正品 - 全套包装】CNK Paffuto 手柄绗缝长款钱包，带肩链,黑色，无纸袋,60,https://cf.shopee.vn/file/vn-11134207-820l4-mfy5bk15o6izca,http://shopee.vn/product/77114213/42208005437,女包,钱包,IVCN202607237656,261932185766,https://detail.1688.com/offer/990840064343.html?spm=a26352.b28411319.offerlist.16.20ad1e62ELw7Ct,P0,9月寻品,42208005437,66,高流量,1
[Susuwatari 的礼物] RIKUTO 手提袋 - RIKUTO 帆布和皮革手提袋 (Ouithebrand),胡桃棕色,24.5,https://cf.shopee.vn/file/vn-11134207-7ras8-mcm9wekal4d81d,http://shopee.vn/product/73016927/42210276211,女包,斜挎包,IVCN202608256452,188616589089,https://detail.1688.com/offer/812008175523.html?kj_agent_plugin=aliprice&fromkv=xytTrace:21360a2e17670055356274458e1124&token=BYAMnKFa2WrxswKIaecxjI19yEIB0GATpn4WfvWqqZkHZH4CiU8ylxkB9p2dArk2,P0,9月寻品,42210276211,26.95,高流量,1
Angel Kiss 复古单肩斜挎大容量多口袋软皮女包,正在加载...,83,https://cf.shopee.ph/file/sg-11134201-824j6-meblkm503egzd7,http://shopee.ph/product/172264445/42217850900,女包,斜挎包,IVCN202609022117,395277429592,https://detail.1688.com/offer/1063034266894.html?spm=a26352.b28411319/2508.0.0,P0,9月寻品,42217850900,91.3,高流量,1
正在加载...,正在加载...,42.68,https://cf.shopee.co.th/file/th-11134207-81ztp-mrk7f56oxr7l0a,http://shopee.co.th/product/79960758/42229399416,女包,包配件,IVCN202609040646,315668297045,https://detail.1688.com/offer/1072246614672.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,P1,9月寻品,42229399416,42.68,高流量,1
🔥热销💯快速发货！！🥳女士Soléa包包饺子包PU皮包，真皮饺子包，女士单肩包，爆款,🟤赤陶,34.62,https://cf.shopee.co.th/file/th-11134207-81zti-mqzlxyoajnkc45,http://shopee.co.th/product/1326272777/42252008959,女包,斜挎包,IVCN202607022680,260164729230,https://detail.1688.com/offer/947298959163.html?kj_agent_plugin=aliprice&fromkv=xytTrace:210790e117527421996965228e10ef&token=UxGIOj6ZoThU6dm5XM3nJ70UACwr0JM3atLI6F9z7ctK4tkerKbYTtgeau85GJdk,P0,9月寻品,42252008959,34.62,高流量,1
Touch and Go 卡持卡器 卡持卡器 通行卡持卡器,旋转的耳朵,5.55,https://cf.shopee.com.my/file/sg-11134201-82625-mm5un1guxt6w5b,http://shopee.com.my/product/1773436431/42279437193,女包,钱包,IVCN202607237728,228260245341,https://detail.1688.com/offer/605138059204.html?kj_agent_plugin=aliprice&fromkv=xytTrace:213f867c17842836737658295e0eea&token=ppa91iLbTpcCidmwblMa4IxwXTvwyUrgHRRO3XQTrY4Oib2Aq2qrPTJWzgLM04rQ,P0,9月寻品,42279437193,5.55,高流量,2
时尚耐用圆形手提包挂钩 女士花朵便携式钱包架 精美创意包包挂架,绿色的,4.77,https://cf.shopee.com.my/file/my-11134207-820lf-modljtmhvthqdb,http://shopee.com.my/product/1820823405/42280973918,女包,包配件,IVCN202608256454,350937128815,https://detail.1688.com/offer/851901011076.html?spm=a26352.b28411319/2508.0.0,P1,9月寻品,42280973918,4.77,高流量,5
Y2K 口袋手提包 - CHAUTFIFTH 复古风格女士手提包,黑褐色斑点,30.99,https://cf.shopee.sg/file/vn-11134207-81ztc-mq4qfp5k9qtrfa,http://shopee.sg/product/462717874/42307746467,女包,手提包,IVCN202609040648,300656587353,https://detail.1688.com/offer/1044980123188.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,P1,9月寻品,42307746467,34.09,高流量,1
SUEBR迷你腰包，黑色，超薄夹子，零厚度，防盗旅行腰包,1个,15,https://cf.shopee.com.br/file/sg-11134201-824h9-mpdvaa8edyxa49,http://shopee.com.br/product/207214780/42331657886,女包,钱包,IVCN202609022119,391052336080,https://detail.1688.com/offer/1014239129768.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,P0,9月寻品,42331657886,16.4,高流量,1
Kasane Teto Bolsa Mensageiro 虚拟女歌手 De Ombro De Pelúcia,毛绒背包,26,https://cf.shopee.com.br/file/sg-11134201-7rdyg-mc68lq8e4hmh21,http://shopee.com.br/product/1005326818/42358461149,女包,斜挎包,IVCN202608256460,275713010698,https://detail.1688.com/offer/891132070545.html?fromkv=cbuPcPlugin:imageSearchDrawerTable&spm=a2639h.29135425.offerlist.i6&source=action%23offerItem%3Borigin%23cf.shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,P0,9月寻品,42358461149,26.67,高流量,1
NAWOELITE 甜点包：复古水桶形单肩包，女士款。（包袋，女士单肩包，女士手提包）,棕色的,24,https://cf.shopee.co.th/file/th-11134207-81zth-mp07uci87abke7,http://shopee.co.th/product/1488520226/42364472177,女包,斜挎包,IVCN202608256462,266193542714,https://detail.1688.com/offer/793714020265.html?spm=a26352.b28411319/2508.0.0,P0,9月寻品,42364472177,26.4,高流量,2
【正品】北宝宝高级纯色帆布手提袋 8371,黑色的,13,https://cf.shopee.vn/file/vn-11134207-820l4-mdwrjmqbwrut5e,http://shopee.vn/product/268029161/42365260855,女包,托特包,IVCN202608270058,266261275651,https://detail.1688.com/offer/996263736838.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i4&source=action%23offerItem%3Borigin%23cf.shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,P0,9月寻品,42365260855,13,高流量,2
COZII：Emma象牙色三件套肩带,COZII：Emma象牙色三件套肩带,23,https://cf.shopee.co.th/file/th-11134207-7rasf-m9jru7nwfsdc16,http://shopee.co.th/product/28006286/42400281271,女包,斜挎包,IVCN202607271056,186076666444,https://detail.1688.com/offer/742785948570.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,P0,9月寻品,42400281271,25.3,高流量,1
适用于所有 Rally Tote 系列的收纳包（泰国卖家🇹🇭，现货）。兼容最新款。完美贴合，多隔层设计。提供快递服务。,米白色（V.1 大号）RM CityTote 手提包,8,https://cf.shopee.co.th/file/th-11134207-81ztq-mril2or3f8jl7d,http://shopee.co.th/product/59625785/42409151023,女包,包配件,IVCN202608256465,285919666051,https://detail.1688.com/offer/666164989835.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23shopee.co.th&amug_biz=oneself&amug_fl_src=awakeId_982,P1,9月寻品,42409151023,8.8,高流量,1
热门版本 1：1 topolojie 新款单肩斜挎包 时尚街头风大号云朵包 山地风 男女通用,优雅黑,68.59,https://cf.shopee.ph/file/cn-11134207-820l4-mgxsuz6pf4zy8a,http://shopee.ph/product/775184033/42426308102,女包,斜挎包,IVCN202607022695,320107375127,https://detail.1688.com/offer/994315961057.html?spm=a26352.b28411319/2508.0.0,P0,9月寻品,42426308102,68.59,高流量,1
Bagel's Daily Ally 单肩包 | 女士工作包 | 纯素皮革手提包 | 女士斜挎包 | 女士包 | 女士包,01 黑色,60,https://cf.shopee.com.my/file/my-11134207-820l8-mq375r9m69ky64,http://shopee.com.my/product/1715462676/42428217770,女包,斜挎包,IVCN202608256467,375466690198,https://detail.1688.com/offer/1041325201299.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i9&source=action%23offerItem%3Borigin%23shopee.com.my&amug_biz=oneself&amug_fl_src=awakeId_982,P0,9月寻品,42428217770,66,高流量,1
FOXLOVER 女士短款钱包，复古风格，牛仔布材质，7 个卡位，粉色、蓝色、黑色,粉色的,17.8,https://cf.shopee.vn/file/cn-11134207-820l4-mj8dk0c390xv28,http://shopee.vn/product/1370768304/42479539434,女包,钱包,IVCN2026072112932,420691249821,https://detail.1688.com/offer/1005984911879.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i18&source=action%23offerItem%3Borigin%23shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,P0,9月寻品,42479539434,19.58,高流量,1
正在加载...,正在加载...,80,https://cf.shopee.com.br/file/cn-11134207-820l4-me8gni5bmhad97,http://shopee.com.br/product/1494626270/42513300994,女包,斜挎包,IVCN202609022121,167269156567,https://detail.1688.com/offer/969022347089.html?spm=a26352.b28411319/2508.0.0,P0,9月寻品,42513300994,88,高流量,1
KARL LAGERFELD 防水尼龙面料手提包，货号 25072603。,B,75,https://cf.shopee.co.th/file/cn-11134207-820l4-meifd4y6jmrl50,http://shopee.co.th/product/889301353/42518547329,女包,托特包,IVCN202608256469,281522227633,https://detail.1688.com/offer/990480249976.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i19&source=action%23offerItem%3Borigin%23shopee.co.th&amug_biz=oneself&amug_fl_src=awakeId_982,P0,9月寻品,42518547329,82.5,高流量,1
纯色女士休闲单肩包，大容量，多层褶皱包，斜挎包，女士道具单肩包。,灰色的,17.24,https://cf.shopee.co.th/file/sg-11134201-7raue-mam3vav98mmofe,http://shopee.co.th/product/774341256/42553257548,女包,斜挎包,IVCN202608256471,270270252494,https://detail.1688.com/offer/920297725952.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23cf.shopee.co.th&amug_biz=oneself&amug_fl_src=awakeId_982,P0,9月寻品,42553257548,17.24,高流量,2
[Durlapue]（返校季）简约时尚轻便防水女式背包,亚麻布,26.1,https://cf.shopee.vn/file/cn-11134207-7ras8-mbm8g38r82ls05,http://shopee.vn/product/1431129611/42556968584,女包,双肩包,IVCN202608256474,305591504404,https://detail.1688.com/offer/845329631227.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23cf.shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,P0,9月寻品,42556968584,26.1,高流量,5
正在加载...,蓝色，13-14.2英寸,29.8,https://cf.shopee.com.my/file/cn-11134207-820l4-mjs5j3ca76ro7f,http://shopee.com.my/product/772750751/42565608216,女包,电脑包,IVCN202609022123,291285802197,https://detail.1688.com/offer/978125621856.html?spm=a26352.b28411319/2508.0.0,P1,9月寻品,42565608216,32.78,高流量,1
压纹法棍面包缝线肩背包，女士新款单品。84,白色的,34.28,https://cf.shopee.co.th/file/sg-11134201-825ak-mexsqk9d1u6ad1,http://shopee.co.th/product/85149557/42570503960,女包,斜挎包,IVCN202608256479,286675633316,https://detail.1688.com/offer/866184422915.html?spm=a26352.b28411319/2508.0.0,P0,9月寻品,42570503960,34.28,高流量,1
Wendy Magraret iPad 包 ✨ 附赠包饰。,深棕色,161,https://cf.shopee.co.th/file/th-11134207-81zti-mgxb4tfdg0ll66,http://shopee.co.th/product/190350/42576286265,女包,斜挎包,IVCN202608256481,310102990361,https://detail.1688.com/offer/993728004296.html?spm=a26352.b28411319/2508.0.0&cosite=-&tracelog=p4p&_p_isad=1&clickid=bcb3978dec3248f8bf6d980c5840cb5d&sessionid=99a5243ed0ec58388b841ee62d2e4454,P0,9月寻品,42576286265,177.1,高流量,1
女士编织手提包，斜挎/单肩包，柔软针织面料，带衬里，HALABAG 手提包，非常适合外出、海滩旅行和 2025 年夏季，优雅的 TX23,TX23-Be,26,https://cf.shopee.vn/file/vn-11134207-7ras8-matn9es7swd366,http://shopee.vn/product/1165241130/42603998055,女包,斜挎包,IVCN202606253316,265338798742,https://detail.1688.com/offer/960411452895.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23cf.shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,P0,9月寻品,42603998055,28.6,高流量,1
韩式帆布单肩包，饰有蕾丝蝴蝶结。,白色的,9.9,https://cf.shopee.vn/file/sg-11134201-7ra0h-mbfa8oammvx804,http://shopee.vn/product/1366885500/42606050327,女包,托特包,IVCN202608256483,290505974325,https://detail.1688.com/offer/1007494616446.html?spm=a26352.b28411319/2508.0.0,P0,9月寻品,42606050327,10.42,高流量,1
正在加载...,天蓝色，L码（45*36*10*10厘米）,25.5,https://cf.shopee.co.th/file/th-11134207-7ra0u-mca2s6nlja70e8,http://shopee.co.th/product/1572371120/42608776626,女包,托特包,IVCN202609022125,280737912889,https://detail.1688.com/offer/566065706125.html?spm=a26352.b28411319/2508.0.0&cosite=-&tracelog=p4p&_p_isad=1&clickid=0c5a1923f3874c01ba994901b93ce281&sessionid=074f9b2f02134811b37d2720471750d9,P0,9月寻品,42608776626,28.05,高流量,2
Beam Kitty 复古风格咖啡棕色女式手提包，韩版，大容量单肩包。,棕色的,35.34,https://cf.shopee.co.th/file/cn-11134207-820l4-mqoi8jghmakjfd,http://shopee.co.th/product/1801369645/42630145309,女包,托特包,IVCN202609022128,430797926477,https://detail.1688.com/offer/992717930785.html?spm=a26352.b28411319/2508.0.0,P0,9月寻品,42630145309,35.34,高流量,1
全新日常必备迷你包❤️ 头层牛皮全粒面皮革,格里斯,90,https://cf.shopee.co.th/file/th-11134207-81zto-mop2g6qg9p8i9c,http://shopee.co.th/product/1014120027/42631188228,女包,手拿包,IVCN202609040650,224694788181,https://detail.1688.com/offer/1062597822217.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,P1,9月寻品,42631188228,99,高流量,1
Longchamp包包收纳包，带毛毡内衬，便携式化妆包和旅行包,米色，大号,9.5,https://cf.shopee.com.br/file/sg-11134201-824gu-mpz971le2r5ta8,http://shopee.com.br/product/870364402/42659637823,女包,包配件,IVCN202608256485,280807469177,https://detail.1688.com/offer/836693547275.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i3&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,P1,9月寻品,42659637823,10.45,高流量,1
2026款新星编织手提袋,香槟色眼线笔,22.84,https://cf.shopee.vn/file/sg-11134201-7rav5-ma45vp3gkpn350,http://shopee.vn/product/1510130336/42701952456,女包,斜挎包,IVCN202608256487,285160067956,https://detail.1688.com/offer/961164879272.html?spm=a26352.b28411319/2508.0.0,P0,9月寻品,42701952456,22.84,高流量,1
Hummer Athena 女士 Hobo 手提包 / Beg 手提包 Wanita Athena Hummer,棕色的,54,https://cf.shopee.com.my/file/sg-11134201-7rdw8-md1hdgy4oksc89,http://shopee.com.my/product/1577449035/42711671379,女包,托特包,IVCN202609021741,216192720121,https://detail.1688.com/offer/1016430006534.html?spm=a26352.b28411319/2508.0.0&cosite=-&tracelog=p4p&_p_isad=1&clickid=3f71442ab3cf458fb530b17682fe6df7&sessionid=95a6e2dd51a8034b491ec42ddd18207f,P0,9月寻品,42711671379,59.4,高流量,2
正品保证。维多利亚的秘密手提袋、Kahlde钥匙扣、信用卡钥匙扣均有售。,粉色手提袋，1个,36.98,https://cf.shopee.vn/file/sg-11134201-7rdvj-mcnd4x014nufa7,http://shopee.vn/product/1106412119/42715701914,女包,托特包,IVCN202606253338,306293163486,https://detail.1688.com/offer/917586710123.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i3&source=action%23offerItem%3Borigin%23cf.shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,P0,9月寻品,42715701914,36.98,高流量,1
GLISS - GAIA MINI 手提包，配有可调节长肩带（5 档调节）。可装下 iPhone Pro Max。,迷你面粉,17,https://cf.shopee.co.th/file/th-11134207-81ztc-mfjakoefjswee8,http://shopee.co.th/product/177526887/42720360027,女包,手提包,IVCN202608270061,301662383256,https://detail.1688.com/offer/896778166369.html?spm=a26352.b28411319/2508.0.0,P1,9月寻品,42720360027,17,高流量,4
MOLICHIC Chubby Bag，新款时尚腋下包，简约小方肩包，韩版风格。,咖啡,25.84,https://cf.shopee.co.th/file/th-11134207-81ztd-mrilgkcfyn0m8d,http://shopee.co.th/product/1632791736/42721380854,女包,斜挎包,IVCN202608256489,208725794634,https://detail.1688.com/offer/779770387696.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23cf.shopee.co.th&amug_biz=oneself&amug_fl_src=awakeId_982,P0,9月寻品,42721380854,25.84,高流量,2
（现货）GARMENTI - 麂皮 BAXTER 包,（现货）GARMENTI - 麂皮 BAXTER 包,33,https://cf.shopee.co.th/file/th-11134207-7ra0h-mc6cpsd41omf28,http://shopee.co.th/product/1461648045/42758439500,女包,斜挎包,IVCN202607236991,237937519847,https://detail.1688.com/offer/972399170918.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i3&source=action%23offerItem%3Borigin%23shopee.co.th&amug_biz=oneself&amug_fl_src=awakeId_982,P0,9月寻品,42758439500,36.3,高流量,1
WHISPERWHITE - CASE（再版）加厚尼龙肩包。,摩卡，中杯,26,https://cf.shopee.co.th/file/th-11134207-81ztj-mm8euw1k8tmw6e,http://shopee.co.th/product/1253118709/42766784427,女包,斜挎包,IVCN202608256492,330680962877,https://detail.1688.com/offer/914998606113.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i47&source=action%23offerItem%3Borigin%23cf.shopee.co.th&amug_biz=oneself&amug_fl_src=awakeId_982,P0,9月寻品,42766784427,28.6,高流量,1
（现货）GARMENTI - SHUMAI 包,冷萃咖啡,14,https://cf.shopee.co.th/file/th-11134207-81ztc-mm6bip20nfuo75,http://shopee.co.th/product/1461648045/42779209500,女包,斜挎包,IVCN202609022130,262450644871,https://detail.1688.com/offer/962322741647.html?spm=a26352.b28411319/2508.0.0,P0,9月寻品,42779209500,15.4,高流量,2
MEIKISS 羽绒单肩包，波浪纹尼龙面料，可装笔记本电脑/iPad，4 种颜色可选，减压肩带，工作包,经典黑色,31.5,https://cf.shopee.co.th/file/cn-11134207-820l4-mmzsrf2i6nt1af,http://shopee.co.th/product/1670256844/42780003233,女包,托特包,IVCN202607237314,370774855031,https://detail.1688.com/offer/839745024514.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i3&source=action%23offerItem%3Borigin%23cf.shopee.co.th&amug_biz=oneself&amug_fl_src=awakeId_982,P0,9月寻品,42780003233,34.65,高流量,1
247CLUB 男女通用必备卡包及现金夹,西瓜,5.8,https://cf.shopee.ph/file/ph-11134207-820lc-mqvq74j4bocq2f,http://shopee.ph/product/28013708/42852406933,女包,钱包,IVCN202608256494,275886151800,https://detail.1688.com/offer/935085521001.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i13&source=action%23offerItem%3Borigin%23cf.shopee.ph&amug_biz=oneself&amug_fl_src=awakeId_982,P0,9月寻品,42852406933,5.8,高流量,8
【预购，8月30日发货】Maven 真皮手提包，可调节成3种形状，可装iPad和13-15英寸笔记本电脑。,黑色的,205,https://cf.shopee.co.th/file/th-11134207-7ra0r-mbm61or11v9g2d,http://shopee.co.th/product/1292756739/42856341448,女包,电脑包,IVCN202608256503,270531689668,https://detail.1688.com/offer/965890490759.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i14&source=action%23offerItem%3Borigin%23cf.shopee.co.th&amug_biz=oneself&amug_fl_src=awakeId_982,P1,9月寻品,42856341448,225.5,高流量,1
正在加载...,则梦勃艮第,37.11,https://cf.shopee.ph/file/ph-11134207-7ra0g-mczxwkhyokc1d6,http://shopee.ph/product/174295355/42861434111,女包,托特包,IVCN202609021539,301409982825,https://detail.1688.com/offer/1043509212079.html?spm=a26352.b28411319/2508.0.0,P0,9月寻品,42861434111,37.11,高流量,1
AZTRID 小型单肩包（高级款）2025,深棕色,44,https://cf.shopee.ph/file/sg-11134201-7rdym-mdtq0fugw0nee4,http://shopee.ph/product/130113680/42864946409,女包,斜挎包,IVCN202608270024,248792971373,https://detail.1688.com/offer/974684305937.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i11&source=action%23offerItem%3Borigin%23cf.shopee.ph&amug_biz=oneself&amug_fl_src=awakeId_982,P0,9月寻品,42864946409,44,高流量,2
【COCOCHIC】大号女士手提包。优雅精致的设计，完美搭配任何造型，适合工作日和休闲日使用。,糖,29.3,https://cf.shopee.co.th/file/th-11134207-81ztl-mf6olhtqdpfse0,http://shopee.co.th/product/1365713734/42872099992,女包,托特包,IVCN202608256505,306796845102,https://detail.1688.com/offer/902288164944.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i1&source=action%23offerItem%3Borigin%23shopee.co.th&amug_biz=oneself&amug_fl_src=awakeId_982,P0,9月寻品,42872099992,29.3,高流量,1
大号柔软皮革单肩/腋下包，带棒球钥匙扣 740,布朗740,27.48,https://cf.shopee.vn/file/vn-11134207-820l4-mfav4k2a8oi229,http://shopee.vn/product/304201108/42872531709,女包,斜挎包,IVCN202608256507,351034947155,https://detail.1688.com/offer/1001820114097.html?spm=a26352.b28411319/2508.0.0,P0,9月寻品,42872531709,27.48,高流量,1
NF25012 NEFOIND Laura 购物袋,黑巧克力绒面革,34.25,https://cf.shopee.co.th/file/th-11134207-81ztd-mfc7w2h3o26i67,http://shopee.co.th/product/1581571607/42872626510,女包,斜挎包,IVCN202608256509,400449820006,https://detail.1688.com/offer/993897379240.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i10&source=action%23offerItem%3Borigin%23cf.shopee.co.th&amug_biz=oneself&amug_fl_src=awakeId_982,P0,9月寻品,42872626510,34.25,高流量,1
【现货】Stash Mini Carryall Bag in Bungalow (KN634),【现货】Stash Mini Carryall Bag in Bungalow (KN634),58,https://cf.shopee.com.my/file/sg-11134201-82626-mll5hgc7klc148,http://shopee.com.my/product/185174218/42879140229,女包,斜挎包,IVCN202608256511,302442939270,https://detail.1688.com/offer/960214865902.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23shopee.com.my&amug_biz=oneself&amug_fl_src=awakeId_982,P0,9月寻品,42879140229,63.8,高流量,1
MADAM PEONY RIPPLE 单肩包,樱桃,80,https://cf.shopee.co.th/file/th-11134207-81ztp-mm1p7txitibs57,http://shopee.co.th/product/441552/42926216912,女包,斜挎包,IVCN202607237355,430088103650,https://detail.1688.com/offer/901517424503.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i1&source=action%23offerItem%3Borigin%23cf.shopee.co.th&amug_biz=oneself&amug_fl_src=awakeId_982,P0,9月寻品,42926216912,80,高流量,3
Perota “Nano”卡包配有包装盒。,正在加载...,57.14,https://cf.shopee.co.th/file/th-11134207-81ztm-mo6ap6n6jh8of2,http://shopee.co.th/product/84868/42930676164,女包,钱包,IVCN202609022133,435887031033,https://detail.1688.com/offer/1041585255512.html?spm=a26352.b28411319/2508.0.0,P0,9月寻品,42930676164,57.14,高流量,1
新款郁金香花朵钥匙扣包包吊坠珍珠钥匙圈手机壳链礼品配件,K4865,4.17,https://cf.shopee.ph/file/sg-11134201-7rask-ma9jeo3j1ld307,http://shopee.ph/product/236963434/42952307392,女包,包配件,IVCN202609040347,275189110515,https://detail.1688.com/offer/775297618873.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23shopee.ph&amug_biz=oneself&amug_fl_src=awakeId_982,P1,9月寻品,42952307392,4.17,高流量,2
ZBAO新款中号背包 29cm 适合学生书包 男女通用 轻便旅行,罗莎,82.19,https://cf.shopee.com.br/file/sg-11134201-823oz-mok8pe04ejv1db,http://shopee.com.br/product/1489031521/42953465644,女包,双肩包,IVCN202607022740,237859594421,https://detail.1688.com/offer/617579836070.html?spm=a26352.b28411319/2508.0.0,P0,9月寻品,42953465644,82.19,高流量,4
INS风樱桃心形钥匙扣珍珠蝴蝶结银色桃心形女孩包包吊坠,黑色的,1.37,https://cf.shopee.ph/file/sg-11134201-7rdxp-mbrvo62gbolybd,http://shopee.ph/product/1257215643/42957340567,女包,包配件,IVCN202609040652,295620945362,https://detail.1688.com/offer/933530151486.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,P1,9月寻品,42957340567,1.37,高流量,1
